route_id,lbr_vehicle_string,bustimes_types,bustimes_observed_regs,our_make,our_vehicle_type,our_propulsion,our_deck,tfl_observed_reg_count
1,B5LH/Gemini 3,ADL Enviro400H MMC,2,ALEXANDER DENNIS,B5LH/Gemini 3,hybrid,double,2
100,D8UR/Enviro200 MMC EV,,0,,D8UR/Enviro200 MMC EV,electric,double,0
101,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,double,4
102,B5LH/Gemini 2,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,3,VOLVO,B5LH/Gemini 2,hybrid,double,3
103,Trident/Enviro400,,0,,Trident/Enviro400,diesel,double,0
104,Trident/Enviro400,ADL Enviro400H,1,VOLVO,Trident/Enviro400,diesel,double,3
105,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,5,,B5LH/Gemini 3,hybrid,double,5
106,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,6,BYD,DD/Enviro400EV City,electric,double,7
107,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,1,,B5LH/Gemini 3,hybrid,double,1
108,D9UR/Enviro200 MMC EV,BYD D8UR-DD ADL Enviro400EV | ADL Enviro400H MMC,3,BYD,D9UR/Enviro200 MMC EV,electric,double,9
108D,,,0,,,,,0
109,E40H/Enviro400H MMC,ADL Enviro400 MMC | ADL Enviro400H MMC,3,,E40H/Enviro400H MMC,hybrid,double,3
11,New Bus for London,,0,,New Bus for London,hybrid,double,0
110,E20D/Enviro200 MMC,ADL Enviro200 MMC,5,,E20D/Enviro200 MMC,diesel,double,5
111,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner | ADL Enviro400 MMC,6,,Streetdeck Electroliner 10.5m,electric,double,6
112,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
113,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,6,,Streetdeck Electroliner 10.5m,electric,double,6
114,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,5,,B5LH/Gemini 3,hybrid,double,5
115,E40H/Enviro400H MMC,ADL Enviro400H MMC,5,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,5
116,B5LH/Gemini 3,,0,,B5LH/Gemini 3,hybrid,double,0
117,Citaro K 10.5m,,0,,Citaro K 10.5m,diesel,double,0
119,DD/Enviro400EV City,ADL Enviro400,2,,DD/Enviro400EV City,electric,double,4
12,New Bus for London,,0,,New Bus for London,hybrid,double,0
120,B5LH/Gemini 3,,0,,B5LH/Gemini 3,hybrid,double,0
121,DB300/Gemini 2,VDL DB300 Wright Gemini 2,7,WRIGHTBUS,DB300/Gemini 2,diesel,double,7
122,E40H/Enviro400H,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400,3,VOLVO,E40H/Enviro400H,hybrid,double,3
123,?,,0,VOLVO,?,diesel,,8
124,E20D/Enviro200,ADL Enviro200,1,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,1
125,DD/Enviro400EV City,Volvo B5LH Wright Eclipse Gemini 3 | BYD D8UR-DD ADL Enviro400EV | Volvo B5LH Wright SRM | ADL Enviro400H MMC,4,,DD/Enviro400EV City,electric,double,4
126,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
127,Trident/Enviro400,,0,,Trident/Enviro400,diesel,double,1
128,E40D/Enviro400,ADL Enviro400,4,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,4
129,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,double,6
13,B5LH/EvoSeti,Volvo B5LH MCV EvoSeti | ADL Enviro400H,5,,B5LH/EvoSeti,hybrid,double,5
130,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
131,Streetdeck Electroliner 10.5m,BYD D8UR-DD ADL Enviro400EV,1,BYD,Streetdeck Electroliner 10.5m,electric,double,2
132,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,3,BYD,DD/Enviro400EV City,electric,double,4
133,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,8,,Streetdeck Electroliner 10.5m,electric,double,8
134,MetroDecker EV 10.5m,Volvo B5LH Wright Eclipse Gemini 3 | Wright StreetDeck Electroliner,3,,MetroDecker EV 10.5m,electric,double,3
135,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti,6,VOLVO,B5LH/Gemini 3,hybrid,double,6
136,E40D/Enviro400,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400 MMC,3,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,3
137,New Bus for London,,0,,New Bus for London,hybrid,double,0
138,E20D/Enviro200 1D ?,,0,,E20D/Enviro200 1D ?,diesel,single,0
139,B5LH/Eclipse Gemini,ADL Enviro400H MMC | Volvo B5LH Wright Eclipse Gemini 3,4,,B5LH/Eclipse Gemini,hybrid,double,4
14,E40H/Enviro400H MMC,ADL Enviro400H MMC,4,VOLVO,E40H/Enviro400H MMC,hybrid,double,8
140,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,1,,B5LH/Gemini 3,hybrid,double,1
141,BYD B11E02 10.9m,Volvo B5LH Wright Eclipse Gemini 3 | BYD BD11,8,VOLVO,BYD B11E02 10.9m,electric,double,8
142,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Wright StreetDeck Electroliner,4,,DD/Enviro400EV City,electric,double,4
143,Kite Electroliner 10.3m,,0,,Kite Electroliner 10.3m,electric,double,0
144,B5LH/Gemini 3,,0,VOLVO,B5LH/Gemini 3,hybrid,double,8
145,E40H/Enviro400H MMC,ADL Enviro400H MMC,1,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,1
146,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,single,0
147,E40D/Enviro400,ADL Enviro400,2,VOLVO,E40D/Enviro400,diesel,double,5
148,New Bus for London,,0,,New Bus for London,hybrid,double,0
149,New Bus for London,,0,,New Bus for London,hybrid,double,0
15,New Bus for London,,0,,New Bus for London,hybrid,double,0
150,Trident/Enviro400,Volvo B5LH Wright Eclipse Gemini 3,1,VOLVO,Trident/Enviro400,diesel,double,1
151,Streetdeck Electroliner 10.5m,,0,,Streetdeck Electroliner 10.5m,electric,double,0
152,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,double,2
153,Kite Electroliner 10.9m,,0,,Kite Electroliner 10.9m,electric,double,0
154,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,5,BYD,DD/Enviro400EV City,electric,double,5
155,B5LH/Gemini 3,,0,,B5LH/Gemini 3,hybrid,double,0
156,E40H/Enviro400H,ADL Enviro400H,1,,E40H/Enviro400H,hybrid,double,1
157,DD/E400MMC EV,BYD D8UR-DD ADL Enviro400EV,3,BYD,DD/E400MMC EV,electric,,4
158,DB300/Gemini 2,VDL DB300 Wright Gemini 2,7,WRIGHTBUS,DB300/Gemini 2,diesel,double,7
159,New Bus for London,,0,,New Bus for London,hybrid,double,0
16,New Bus for London,,0,,New Bus for London,hybrid,double,0
160,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,2,BYD,DD/Enviro400EV City,electric,double,2
161,E40H/Enviro400H MMC,ADL Enviro400H | ADL Enviro400H MMC,5,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,5
162,E200Dart/Enviro200,ADL Enviro200,2,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,2
163,D8UR/Enviro200MMC EV,ADL Enviro200,1,BYD,D8UR/Enviro200MMC EV,electric,double,4
164,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,double,4
165,Trident/Enviro400,Wright StreetDeck Electroliner,3,WRIGHTBUS,Trident/Enviro400,diesel,double,3
166,E200Dart/Enviro200,,0,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,double,1
167,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
169,Streetdeck Electroliner 10.5m,ADL Enviro400H MMC,1,ALEXANDER DENNIS,Streetdeck Electroliner 10.5m,electric,double,1
17,New Bus for London,,0,,New Bus for London,hybrid,double,0
170,E200Dart/Enviro200,ADL Enviro200,6,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,double,6
171,E40H/Enviro400H MMC,,0,,E40H/Enviro400H MMC,hybrid,double,0
172,E40H/Enviro400H MMC,,0,WRIGHTBUS,E40H/Enviro400H MMC,hybrid,double,1
173,DD/Enviro400EV City,,0,,DD/Enviro400EV City,electric,double,0
174,DD/Enviro400EV City,Wright StreetDeck Electroliner,6,WRIGHTBUS,DD/Enviro400EV City,electric,double,6
175,DB300/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3,2,VOLVO,DB300/Gemini 2,diesel,double,2
176,New Bus for London,,0,VOLVO,New Bus for London,hybrid,double,1
177,B5LH/Enviro400H MMC,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400H | ADL Enviro400H MMC,5,ALEXANDER DENNIS,B5LH/Enviro400H MMC,hybrid,double,5
178,E40D/Enviro400,,0,,E40D/Enviro400,diesel,double,0
179,E40D/Enviro400,ADL Enviro400 MMC,2,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,2
18,B5LH/Gemini 3,BYD BD11,3,,B5LH/Gemini 3,hybrid,double,3
180,E40H/Enviro400H,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400 | ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,3
181,E20D/Enviro200 MMC,ADL Enviro200 MMC,4,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,double,4
182,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B9TL Wright Eclipse Gemini 2,4,,B5LH/Gemini 3,hybrid,double,4
183,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,3,,DD/Enviro400EV City,electric,double,3
184,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,double,1
185,E40H/Enviro400H MMC,BYD D8UR-DD ADL Enviro400EV,3,BYD,E40H/Enviro400H MMC,hybrid,double,3
186,B5LH/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3,1,,B5LH/Gemini 2,hybrid,double,1
187,BZL (sd)/MCV,Volvo BZL,2,,BZL (sd)/MCV,electric,double,2
188,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,double,9
189,New Bus for London,,0,,New Bus for London,hybrid,double,0
19,New Bus for London,,0,,New Bus for London,hybrid,double,0
190,E20D/Enviro200 MMC,Volvo B5LH MCV EvoSeti | ADL Enviro200 MMC,2,,E20D/Enviro200 MMC,diesel,double,2
191,DB300/Gemini 2,,0,,DB300/Gemini 2,diesel,double,0
192,E20D/Enviro200 MMC,,0,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,4
193,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
194,DB300/Gemini 2,VDL DB300 Wright Gemini 2,2,WRIGHTBUS,DB300/Gemini 2,diesel,double,2
195,E20D/Enviro200 MMC,ADL Enviro200 MMC,3,,E20D/Enviro200 MMC,diesel,double,3
196,Enviro400EV 10.5m,,0,,Enviro400EV 10.5m,electric,double,0
197,E40H/Enviro400H MMC,ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,3
198,E40H/Enviro400H City,,0,,E40H/Enviro400H City,hybrid,double,0
199,Streetdeck Electroliner 10.5m,Volvo B5LH ADL Enviro400 MMC | Wright StreetDeck Electroliner,3,VOLVO,Streetdeck Electroliner 10.5m,electric,double,3
2,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,1,VOLVO,B5LH/Gemini 3,hybrid,double,1
20,E40H/Enviro400H City,,0,,E40H/Enviro400H City,hybrid,double,0
200,MetroDecker EV 10.5m,,0,,MetroDecker EV 10.5m,electric,double,0
201,E20D/Enviro200,ADL Enviro200,1,,E20D/Enviro200,diesel,double,1
202,E40H/Enviro400H MMC,ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,3
203,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,1,,B5LH/Gemini 3,hybrid,double,1
204,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,4,,Streetdeck Electroliner 10.5m,electric,double,4
205,E40H/Enviro400H,ADL Enviro400H,5,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,5
206,E20D/Enviro200,Volvo BZL,2,,E20D/Enviro200,diesel,double,2
207,E40H/Enviro400H MMC,,0,,E40H/Enviro400H MMC,hybrid,double,0
208,E40H/Enviro400H MMC,ADL Enviro400H MMC,3,,E40H/Enviro400H MMC,hybrid,double,3
209,E20D/Enviro200 MMC,ADL Enviro200 MMC,1,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,double,1
21,New Bus for London,ADL Enviro400H MMC,1,ALEXANDER DENNIS,New Bus for London,hybrid,double,1
210,BYD B11E02 10.9m,BYD BD11 | Wright StreetDeck Electroliner,2,,BYD B11E02 10.9m,electric,double,2
211,New Bus for London,,0,,New Bus for London,hybrid,double,0
212,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,3,BYD,DD/Enviro400EV City,electric,double,3
213,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,7,BYD,DD/Enviro400EV City,electric,double,7
214,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,double,3
215,New Bus for London,,0,,New Bus for London,hybrid,double,0
216,E20D/Enviro200 MMC,ADL Enviro200 MMC,1,,E20D/Enviro200 MMC,diesel,double,1
217,DB300/Gemini 2,VDL DB300 Wright Gemini 2 | Wright StreetDeck Electroliner,3,WRIGHTBUS,DB300/Gemini 2,diesel,double,3
218,Kite Electroliner 10.9m,,0,,Kite Electroliner 10.9m,electric,double,0
219,D8UR/Enviro200MMC EV,,0,,D8UR/Enviro200MMC EV,electric,double,0
22,B5LH/EvoSeti,,0,,B5LH/EvoSeti,hybrid,double,0
220,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,3,,B5LH/Gemini 3,hybrid,double,3
221,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,3,VOLVO,B5LH/Gemini 3,hybrid,double,3
222,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,4,,B5LH/Gemini 3,hybrid,double,4
223,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
224,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
225,E20D/Enviro200 2D ?,ADL Enviro200 MMC,3,ALEXANDER DENNIS,E20D/Enviro200 2D ?,diesel,double,3
226,D8UR/Enviro200MMC EV,BYD D8UR ADL Enviro200EV | ADL Enviro200 MMC,4,,D8UR/Enviro200MMC EV,electric,double,4
227,Streetlite DF 11.5m,Wright StreetLite DF,1,WRIGHTBUS,Streetlite DF 11.5m,diesel,double,1
228,BZL (sd)/MCV,Volvo BZL,2,,BZL (sd)/MCV,electric,double,2
229,E40D/Enviro400,ADL Enviro400,1,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,1
23,MetroDecker EV 10.5m,Volvo B5LH MCV EvoSeti | ADL Enviro400H | Optare MetroDecker EV,7,,MetroDecker EV 10.5m,electric,double,7
230,Streetdeck Electroliner 10.5m,BYD D8UR-DD ADL Enviro400EV,1,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,6
231,B9TL/Gemini 2,ADL Enviro400,1,,B9TL/Gemini 2,diesel,double,1
232,Streetlite DF 10.8m,,0,,Streetlite DF 10.8m,diesel,double,0
233,E100EV/Enviro100EV 8.5m,,0,,E100EV/Enviro100EV 8.5m,electric,single,1
234,E20D/Enviro200,ADL Enviro200,1,,E20D/Enviro200,diesel,double,1
235,D8UR/Enviro200MMC EV,,0,,D8UR/Enviro200MMC EV,electric,double,0
236,Streetlite DF 10.8m,Wright StreetLite DF | ADL Enviro200,3,ALEXANDER DENNIS,Streetlite DF 10.8m,diesel,double,3
237,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti,4,,B5LH/Gemini 3,hybrid,double,4
238,E40D/Enviro400,ADL Enviro400 MMC,3,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,3
24,New Bus for London,,0,,New Bus for London,hybrid,double,0
240,Streetdeck Electroliner 10.5m,,0,,Streetdeck Electroliner 10.5m,electric,double,0
241,E40D/Enviro400,ADL Enviro400 | ADL Enviro400 MMC,5,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,5
242,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,2,VOLVO,Streetdeck Electroliner 10.5m,electric,double,2
243,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,8,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,8
244,E200Dart/Enviro200,ADL Enviro400,1,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,double,1
245,B5LH/Gemini 3,,0,,B5LH/Gemini 3,hybrid,double,0
246,E200Dart/Enviro200,ADL Enviro200 MMC,2,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,double,2
247,Streetdeck Electroliner 10.5m,,0,,Streetdeck Electroliner 10.5m,electric,double,0
248,New Bus for London,,0,,New Bus for London,hybrid,double,0
249,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,2,VOLVO,B5LH/Gemini 3,hybrid,double,2
25,E40H/Enviro400H MMC,ADL Enviro400 MMC,6,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,6
250,Trident/Enviro400,ADL Enviro400 | Wright StreetDeck Electroliner,6,WRIGHTBUS,Trident/Enviro400,electric,double,6
251,BZL (sd)/MCV,,0,,BZL (sd)/MCV,electric,double,0
252,E40D/Enviro400,ADL Enviro400 | ADL Enviro400 MMC,4,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,4
253,New Bus for London,,0,,New Bus for London,hybrid,double,0
254,New Bus for London,,0,,New Bus for London,hybrid,double,0
255,Kite Electroliner 10.3m,,0,WRIGHTBUS,Kite Electroliner 10.3m,electric,double,1
256,E40D/Enviro400,,0,,E40D/Enviro400,diesel,double,0
257,Streetdeck Electroliner 10.5m,ADL Enviro400 | ADL Enviro400H,5,ALEXANDER DENNIS,Streetdeck Electroliner 10.5m,electric,double,5
258,B9TL/Gemini 2,,0,,B9TL/Gemini 2,diesel,double,0
259,New Bus for London,,0,,New Bus for London,hybrid,double,0
26,E40H/Enviro400H City,Wright StreetDeck Electroliner,1,WRIGHTBUS,E40H/Enviro400H City,hybrid,double,1
260,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,1,,B5LH/Gemini 3,hybrid,double,1
261,E40D/Enviro400,Wright StreetDeck Electroliner | ADL Enviro400EV | ADL Enviro400 MMC,5,ALEXANDER DENNIS,E40D/Enviro400,electric,double,5
262,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,4,BYD,DD/Enviro400EV City,electric,double,4
263,B5LH/Gemini 2,Wright StreetDeck Electroliner,1,,B5LH/Gemini 2,hybrid,double,1
264,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,3,,DD/Enviro400EV City,electric,double,3
265,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,double,1
266,Streetdeck Electroliner 10.5m,,0,,Streetdeck Electroliner 10.5m,electric,double,0
267,New Bus for London,,0,,New Bus for London,hybrid,double,0
268,Kite Electroliner 10.3m,,0,,Kite Electroliner 10.3m,electric,double,0
269,Streetdeck Electroliner 10.5m,,0,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,1
27,New Bus for London,,0,,New Bus for London,hybrid,double,0
270,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,1,,Streetdeck Electroliner 10.5m,electric,double,1
272,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
273,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,single,0
274,B5LH/EvoSeti,Volvo B5LH MCV EvoSeti,1,,B5LH/EvoSeti,hybrid,double,1
275,E40D/Enviro400,ADL Enviro400,1,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,1
276,BZL (sd)/MCV,Volvo BZL,5,VOLVO,BZL (sd)/MCV,electric,double,5
277,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,2,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,2
278,E40D/Enviro400H MMC,ADL Enviro400H,2,,E40D/Enviro400H MMC,hybrid,double,2
279,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,4,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,4
28,B9TL/Gemini 2,Volvo B9TL Wright Eclipse Gemini 2,3,,B9TL/Gemini 2,diesel,double,3
280,B5LH/Gemini 2,,0,VOLVO,B5LH/Gemini 2,hybrid,double,1
281,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Volvo B5LH Wright Eclipse Gemini 3,7,,DD/Enviro400EV City,electric,double,7
281N,,,0,,,,,0
281R,,,0,,,,,0
282,E40H/Enviro400H,,0,,E40H/Enviro400H,hybrid,double,0
284,E20D/Enviro200 MMC,ADL Enviro200 MMC,3,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,double,3
285,E40D/Enviro400 MMC,ADL Enviro400 MMC,4,,E40D/Enviro400 MMC,diesel,double,4
286,Streetlite DF 10.8m,,0,ALEXANDER DENNIS,Streetlite DF 10.8m,diesel,double,1
287,Streetdeck Electroliner 10.5m,,0,,Streetdeck Electroliner 10.5m,electric,double,0
288,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
289,Trident/Enviro400,,0,,Trident/Enviro400,diesel,double,0
29,B5LH/Eclipse Gemini,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,6,VOLVO,B5LH/Eclipse Gemini,hybrid,double,6
290,D8UR/Enviro200MMC EV,,0,,D8UR/Enviro200MMC EV,electric,double,0
291,E40D/Enviro400,,0,,E40D/Enviro400,diesel,double,0
292,DD/Enviro400EV City,,0,,DD/Enviro400EV City,electric,double,0
293,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
294,E40D/Enviro400 MMC,,0,,E40D/Enviro400 MMC,diesel,double,0
295,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Volvo B5LH MCV EvoSeti,2,,DD/Enviro400EV City,electric,double,2
296,E200Dart/Enviro200,,0,,E200Dart/Enviro200,diesel,double,0
297,B9TL/Gemini 2,Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,4,,B9TL/Gemini 2,diesel,double,4
298,E40D/Enviro400,,0,,E40D/Enviro400,diesel,double,0
299,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
3,New Bus for London,,0,,New Bus for London,hybrid,double,0
30,B5LH/EvoSeti,Volvo B5LH MCV EvoSeti,5,,B5LH/EvoSeti,hybrid,double,5
300,E200Dart/Enviro200,ADL Enviro200,3,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,double,3
301,B5LH/Gemini 2,Volvo B5LH Wright Eclipse Gemini 2,1,VOLVO,B5LH/Gemini 2,hybrid,double,1
302,B5LH/Gemini 3,,0,,B5LH/Gemini 3,hybrid,double,0
303,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
304,E40D/Enviro400,ADL Enviro400 | ADL Enviro400H,4,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,4
306,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,1,,Streetdeck Electroliner 10.5m,electric,double,1
307,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,3,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,3
308,B5LH/EvoSeti,,0,,B5LH/EvoSeti,hybrid,double,0
309,E20D/Enviro200 MMC,ADL Enviro200 MMC,4,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,double,4
31,E40H/Enviro400H,BYD BD11 | Volvo B5LH MCV EvoSeti,3,,E40H/Enviro400H,hybrid,double,3
310,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
312,E200Dart/Enviro200,,0,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,3
313,New Bus for London,,0,,New Bus for London,hybrid,double,0
314,BZL (sd)/MCV,Volvo BZL,1,VOLVO,BZL (sd)/MCV,electric,double,1
315,E20D/Enviro200,,0,,E20D/Enviro200,diesel,single,0
316,BZL (sd)/MCV,Volvo BZL,1,,BZL (sd)/MCV,electric,double,1
317,Streetdeck Electroliner 10.5m,Volvo B9TL Wright Eclipse Gemini 2 | Wright StreetDeck Electroliner,2,,Streetdeck Electroliner 10.5m,electric,double,2
318,E20D/Enviro200,,0,,E20D/Enviro200,diesel,single,0
319,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,3,BYD,DD/Enviro400EV City,electric,double,3
32,New Bus for London,,0,,New Bus for London,hybrid,double,0
320,BYD B11E02 10.9m,,0,,BYD B11E02 10.9m,electric,double,0
321,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,double,6
322,E100EV/Enviro100EV 8.5m,,0,,E100EV/Enviro100EV 8.5m,electric,single,0
323,E200Dart/Enviro200,,0,,E200Dart/Enviro200,diesel,double,0
324,E200Dart/Enviro200,ADL Enviro200 MMC,1,,E200Dart/Enviro200,diesel,double,1
325,D8UR/Enviro200MMC EV,,0,,D8UR/Enviro200MMC EV,electric,double,0
326,E200Dart/Enviro200,ADL Enviro200 MMC,1,,E200Dart/Enviro200,diesel,double,1
327,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
328,B5LH/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3,3,,B5LH/Gemini 2,hybrid,double,3
329,Trident/Enviro400,ADL Enviro400 | ADL Enviro400H City,2,ALEXANDER DENNIS,Trident/Enviro400,diesel,double,2
33,Kite Electroliner 10.9m,Wright GB Kite Electroliner,2,,Kite Electroliner 10.9m,electric,double,2
330,Trident/Enviro400,,0,VOLVO,Trident/Enviro400,diesel,double,1
331,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
333,B5LH/EvoSeti,,0,VOLVO,B5LH/EvoSeti,hybrid,double,6
335,B5LH/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH Wright Eclipse Gemini 2,2,VOLVO,B5LH/Gemini 2,hybrid,double,2
336,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,single,0
337,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,2,,Streetdeck Electroliner 10.5m,electric,double,2
339,Metrocity EV 9.6m,,0,,Metrocity EV 9.6m,electric,single,0
34,B5LH/Gemini 3,BYD BD11,6,BYD,B5LH/Gemini 3,hybrid,double,6
340,B5LH/Gemini 3,,0,,B5LH/Gemini 3,hybrid,double,0
341,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,6,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,6
343,E40H/Enviro400H MMC,ADL Enviro400H MMC,2,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,2
344,E40H/Enviro400H MMC,ADL Enviro400H | ADL Enviro400H MMC,9,,E40H/Enviro400H MMC,hybrid,double,9
